Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Falda,Dama,Verde,Formal,Marca D,267.93,33,3,24,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca D,1181.44,38,17,30,Educación,HombreMujer,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca C,928.98,32,15,20,Artes,Mujer,Buena
Vestido,Dama,Blanco,Deportivo,Marca B,729.58,45,10,29,Artes,Mujer,Buena
Vestido,Dama,Verde,Casual,Marca A,1111.63,34,15,22,Educación,Hombre,Buena
Chaqueta,Dama,Azul,Formal,Marca A,767.37,37,18,27,Ciencias de la Salud,Hombre,Regular
Falda,Dama,Rojo,Deportivo,Marca A,1819.28,45,11,24,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Azul,Casual,Marca C,1107.77,34,17,22,Educación,Mujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca A,1051.02,37,0,20,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Dama,Negro,Formal,Marca D,1423.35,34,16,21,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca B,1056.53,39,9,21,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Rojo,Deportivo,Marca D,1372.23,33,1,28,Artes,HombreMujer,Regular
Chaqueta,Dama,Azul,Casual,Marca B,950.44,42,12,29,Ciencias de la Salud,HombreMujer,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca C,804.55,32,12,22,Deportes,Hombre,Buena
Falda,Caballero,Azul,Formal,Marca D,310.43,45,4,29,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Blanco,Casual,Marca D,762.56,37,9,23,Ciencias de la Salud,Mujer,Buena
Falda,Caballero,Negro,Formal,Marca D,980.35,33,2,20,Deportes,Hombre,Regular
Pantalón,Caballero,Azul,Deportivo,Marca C,1800.62,42,18,30,Ingeniería,Mujer,Regular
Camisa,Dama,Blanco,Formal,Marca C,1722.29,44,7,26,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca A,1275.29,42,15,25,Educación,HombreMujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca A,1501.93,38,8,22,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca C,281.39,41,15,20,Deportes,HombreMujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca A,232.04,33,1,28,Deportes,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca C,1701.47,43,11,25,Ingeniería,Hombre,Buena
Falda,Dama,Verde,Casual,Marca D,1138.29,34,19,20,Artes,Hombre,Regular
Camisa,Dama,Verde,Deportivo,Marca D,1920.7,36,15,20,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Caballero,Blanco,Deportivo,Marca A,405.11,44,16,25,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Azul,Deportivo,Marca D,936.08,33,7,21,Deportes,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca A,537.96,37,15,20,Educación,HombreMujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca C,1085.53,33,1,28,Ingeniería,Mujer,Mala
Pantalón,Dama,Rojo,Casual,Marca A,1583.74,44,14,25,Artes,HombreMujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,1210.93,37,8,20,Artes,Hombre,Mala
Vestido,Dama,Negro,Deportivo,Marca D,834.92,39,9,22,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Azul,Deportivo,Marca D,201.31,36,12,28,Educación,HombreMujer,Mala
Falda,Caballero,Negro,Deportivo,Marca C,551.14,43,14,27,Educación,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca B,834.04,32,13,20,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Negro,Formal,Marca C,810.76,41,12,23,Ingeniería,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca C,307.1,41,7,21,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca D,1669.47,40,8,28,Deportes,Hombre,Mala
Falda,Dama,Rojo,Casual,Marca C,1397.36,40,0,24,Educación,Mujer,Buena
Falda,Caballero,Verde,Casual,Marca D,813.79,37,15,29,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Verde,Deportivo,Marca D,1460.72,42,12,27,Educación,Mujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca D,1019.89,42,11,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca C,1491.96,33,15,20,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,320.86,34,13,23,Educación,Mujer,Buena
Falda,Dama,Negro,Casual,Marca B,1356.04,34,3,21,Educación,Mujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca C,670.59,44,14,26,Artes,Mujer,Buena
Vestido,Caballero,Azul,Casual,Marca A,280.92,36,7,27,Artes,Hombre,Buena
Vestido,Dama,Verde,Casual,Marca B,321.29,32,9,23,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Verde,Deportivo,Marca D,1050.06,35,15,20,Ingeniería,HombreMujer,Mala
Vestido,Caballero,Azul,Casual,Marca B,1809.41,37,17,26,Artes,HombreMujer,Buena
Pantalón,Dama,Negro,Casual,Marca A,312.36,32,16,24,Artes,Mujer,Regular
Pantalón,Caballero,Verde,Casual,Marca A,1352.47,37,16,28,Ingeniería,Hombre,Regular
Vestido,Caballero,Rojo,Casual,Marca B,1029.57,38,13,26,Ciencias de la Salud,Mujer,Mala
Chaqueta,Caballero,Negro,Casual,Marca B,588.63,33,0,26,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Formal,Marca A,690.56,37,16,27,Deportes,Hombre,Buena
Chaqueta,Caballero,Blanco,Formal,Marca B,536.63,32,15,21,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Verde,Formal,Marca C,855.84,41,0,22,Educación,Mujer,Regular
Falda,Caballero,Negro,Casual,Marca C,569.05,42,2,28,Educación,Mujer,Buena
Falda,Dama,Rojo,Casual,Marca C,1680.98,43,15,21,Deportes,HombreMujer,Mala
Camisa,Caballero,Azul,Formal,Marca C,506.22,39,7,29,Deportes,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca A,1725.97,36,7,30,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Dama,Rojo,Deportivo,Marca B,984.57,44,4,24,Deportes,HombreMujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,1572.55,42,11,30,Artes,Mujer,Mala
Camisa,Caballero,Rojo,Casual,Marca B,1379.13,32,5,26,Deportes,Hombre,Mala
Vestido,Dama,Rojo,Formal,Marca B,1123.74,37,7,23,Educación,Mujer,Regular
Vestido,Dama,Negro,Deportivo,Marca C,1983.22,40,12,25,Deportes,Mujer,Mala
Camisa,Caballero,Blanco,Formal,Marca A,671.91,36,17,27,Ingeniería,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca D,660.81,39,11,20,Educación,Hombre,Buena
Falda,Dama,Verde,Formal,Marca D,230.64,41,18,24,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Caballero,Blanco,Casual,Marca D,716.76,39,5,21,Educación,Hombre,Regular
Vestido,Caballero,Rojo,Deportivo,Marca A,1675.04,43,7,21,Educación,Mujer,Buena
Vestido,Caballero,Azul,Deportivo,Marca C,1752.01,39,13,29,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Caballero,Blanco,Formal,Marca A,1657.42,33,0,28,Ciencias de la Salud,HombreMujer,Buena
Falda,Caballero,Rojo,Formal,Marca D,752.17,34,8,20,Deportes,HombreMujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,746.19,44,13,28,Artes,Mujer,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca D,1038.36,42,6,22,Ingeniería,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca B,1648.84,44,18,22,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Blanco,Casual,Marca C,848.65,38,4,25,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca D,299.4,45,19,21,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Casual,Marca C,1327.02,32,0,26,Deportes,Mujer,Mala
Falda,Dama,Negro,Formal,Marca A,774.01,34,16,22,Educación,Hombre,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,1036.27,32,7,27,Ingeniería,Mujer,Buena
Pantalón,Caballero,Verde,Casual,Marca B,1367.72,44,18,21,Ingeniería,HombreMujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca D,1863.67,35,15,23,Educación,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca D,1245.38,42,3,24,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca D,1831.57,45,14,26,Deportes,Mujer,Buena
Chaqueta,Dama,Blanco,Casual,Marca A,768.45,34,17,23,Ingeniería,Hombre,Regular
Vestido,Dama,Negro,Formal,Marca D,1669.99,35,19,20,Educación,Mujer,Regular
Camisa,Caballero,Verde,Formal,Marca B,1079.69,34,1,21,Ciencias de la Salud,Mujer,Regular
Vestido,Caballero,Verde,Deportivo,Marca A,1431.7,35,10,27,Artes,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca C,1349.57,44,17,22,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Caballero,Azul,Formal,Marca D,1231.06,40,10,23,Deportes,Hombre,Buena
Vestido,Caballero,Verde,Formal,Marca A,239.54,32,19,26,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Azul,Casual,Marca C,409.12,33,0,21,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Azul,Casual,Marca D,584.81,39,0,30,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca B,1802.16,34,18,30,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca A,1930.37,32,7,21,Educación,Hombre,Buena
Falda,Dama,Verde,Deportivo,Marca A,1829.23,33,12,21,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Azul,Casual,Marca C,287.71,36,0,30,Educación,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca D,1075.69,38,14,27,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca B,568.58,45,18,25,Educación,Mujer,Buena
Falda,Caballero,Blanco,Casual,Marca A,874.19,36,2,30,Artes,HombreMujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,1180.1,43,8,29,Educación,Mujer,Buena
Vestido,Caballero,Azul,Casual,Marca A,722.21,38,12,22,Ciencias de la Salud,HombreMujer,Buena
Vestido,Caballero,Blanco,Casual,Marca B,1861.33,43,2,26,Deportes,Mujer,Mala
Pantalón,Caballero,Verde,Casual,Marca A,647.16,38,17,28,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca B,748.31,40,4,28,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Negro,Deportivo,Marca A,1652.19,44,18,25,Ingeniería,Hombre,Buena
Pantalón,Dama,Rojo,Formal,Marca B,1276.04,42,1,23,Deportes,Hombre,Regular
Camisa,Caballero,Verde,Deportivo,Marca A,1522.3,38,18,20,Artes,Hombre,Regular
Camisa,Dama,Azul,Casual,Marca C,345.71,44,11,29,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Azul,Deportivo,Marca C,535.02,45,4,25,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Verde,Casual,Marca B,290.4,33,9,23,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Negro,Casual,Marca B,1953.92,41,10,28,Deportes,Hombre,Mala
Camisa,Caballero,Rojo,Casual,Marca B,1020.51,38,6,29,Ciencias de la Salud,Mujer,Buena
Vestido,Dama,Azul,Formal,Marca D,1725.96,32,18,23,Ingeniería,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca A,1797.26,37,7,25,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Dama,Rojo,Deportivo,Marca D,1005.5,41,3,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Blanco,Formal,Marca C,1686.57,32,5,30,Ciencias de la Salud,Hombre,Buena
Pantalón,Dama,Negro,Casual,Marca B,228.6,41,12,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Blanco,Casual,Marca B,1375.67,41,14,20,Ingeniería,Hombre,Regular
Chaqueta,Dama,Verde,Deportivo,Marca B,979.98,38,7,25,Artes,Hombre,Buena
Pantalón,Dama,Azul,Casual,Marca D,1739.32,43,9,28,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Blanco,Deportivo,Marca D,765.96,33,18,23,Deportes,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca D,340.5,38,0,24,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Azul,Formal,Marca C,883.53,43,12,25,Ciencias de la Salud,HombreMujer,Regular
Chaqueta,Caballero,Azul,Formal,Marca C,312.95,35,8,28,Deportes,Hombre,Buena
Chaqueta,Caballero,Azul,Casual,Marca B,1508.58,36,6,25,Ingeniería,Mujer,Buena
Vestido,Caballero,Azul,Deportivo,Marca B,1609.12,39,12,29,Deportes,Mujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,873.79,38,18,25,Ingeniería,Hombre,Mala
Camisa,Dama,Rojo,Formal,Marca D,1635.8,42,17,24,Deportes,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca D,882.6,33,12,30,Educación,Hombre,Buena
Pantalón,Caballero,Azul,Deportivo,Marca B,1267.91,35,0,22,Deportes,Mujer,Buena
Camisa,Dama,Rojo,Deportivo,Marca D,622.74,39,0,23,Ciencias de la Salud,Hombre,Mala
Pantalón,Dama,Rojo,Formal,Marca B,1584.21,45,12,20,Artes,Mujer,Buena
Camisa,Dama,Rojo,Casual,Marca D,1701.48,32,7,20,Ingeniería,Hombre,Regular
Chaqueta,Dama,Azul,Deportivo,Marca A,1407.92,40,5,27,Artes,Hombre,Buena
Falda,Caballero,Blanco,Casual,Marca D,1575.43,44,6,26,Deportes,Mujer,Mala
Pantalón,Dama,Verde,Formal,Marca C,1959.13,40,18,29,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca D,1790.55,45,11,24,Deportes,Mujer,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,1815.6,40,3,28,Ciencias de la Salud,HombreMujer,Mala
Falda,Dama,Negro,Casual,Marca A,497.87,41,6,29,Artes,Hombre,Buena
Falda,Dama,Verde,Formal,Marca A,396.37,34,2,28,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,1335.5,40,19,26,Educación,Hombre,Buena
Chaqueta,Dama,Verde,Formal,Marca A,1787.12,41,9,25,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Verde,Casual,Marca D,1442.03,33,17,30,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Negro,Formal,Marca A,260.69,33,4,21,Ingeniería,Mujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca B,1260.96,32,0,29,Educación,Hombre,Buena
Pantalón,Dama,Rojo,Formal,Marca D,844.41,44,16,29,Artes,Hombre,Regular
Falda,Dama,Azul,Formal,Marca B,351.31,35,19,24,Educación,Hombre,Mala
Camisa,Dama,Negro,Casual,Marca B,1160.09,45,12,27,Deportes,Hombre,Buena
Vestido,Caballero,Rojo,Formal,Marca D,1768.92,43,16,28,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca A,1193.5,42,10,30,Ingeniería,HombreMujer,Regular
Falda,Dama,Blanco,Formal,Marca A,1533.02,34,1,26,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Rojo,Deportivo,Marca B,1910.76,35,13,20,Artes,Mujer,Regular
Vestido,Dama,Blanco,Deportivo,Marca C,1407.78,38,9,23,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Blanco,Formal,Marca A,1161.65,35,18,23,Deportes,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca A,1383.76,32,13,20,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca C,510.84,33,17,25,Deportes,Hombre,Buena
Camisa,Caballero,Negro,Casual,Marca B,262.4,37,14,24,Educación,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca A,389.66,34,16,20,Educación,Hombre,Buena
Vestido,Caballero,Rojo,Formal,Marca B,1357.67,38,3,26,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Blanco,Deportivo,Marca A,606.06,32,9,21,Ciencias de la Salud,Hombre,Mala
Vestido,Dama,Blanco,Formal,Marca A,1375.42,44,11,28,Deportes,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca A,881.39,33,7,21,Artes,Mujer,Regular
Falda,Caballero,Blanco,Casual,Marca C,538.51,45,5,25,Artes,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca B,1553.14,33,7,23,Ciencias de la Salud,Mujer,Mala
Pantalón,Dama,Azul,Formal,Marca D,1770.73,39,6,29,Ingeniería,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca D,416.97,41,1,25,Artes,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca B,891.68,40,2,28,Artes,Mujer,Buena
Chaqueta,Dama,Azul,Casual,Marca C,1359.12,44,17,27,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca B,675.41,39,18,28,Ingeniería,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca D,523.04,37,15,21,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Blanco,Formal,Marca D,1779.57,44,15,28,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Blanco,Formal,Marca C,1681.79,42,3,23,Ingeniería,Hombre,Buena
Vestido,Caballero,Negro,Formal,Marca C,698.01,32,1,24,Ingeniería,HombreMujer,Buena
Falda,Dama,Blanco,Formal,Marca C,1698.05,45,2,21,Ingeniería,Hombre,Buena
Vestido,Dama,Verde,Deportivo,Marca B,541.32,33,13,27,Deportes,HombreMujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca B,976.5,44,1,22,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Verde,Formal,Marca C,1973.64,35,16,28,Educación,HombreMujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca B,1914.82,33,14,30,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca A,1772.74,43,13,26,Educación,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca C,1887.41,45,4,25,Educación,Hombre,Mala
Camisa,Caballero,Verde,Formal,Marca D,372.22,36,7,27,Ciencias de la Salud,Mujer,Buena
Vestido,Dama,Rojo,Casual,Marca A,484.69,33,17,27,Deportes,Hombre,Buena
Chaqueta,Dama,Verde,Formal,Marca A,571.24,38,15,21,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Formal,Marca B,1937.95,35,14,23,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca A,1385.22,33,19,27,Educación,Hombre,Regular
Falda,Dama,Rojo,Casual,Marca A,1315.27,35,0,27,Deportes,HombreMujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca B,1141.23,32,6,29,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Verde,Casual,Marca B,1356.08,43,16,29,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Blanco,Formal,Marca D,1858.01,36,12,23,Deportes,Mujer,Buena
Vestido,Caballero,Negro,Deportivo,Marca D,1762.28,34,0,30,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,1877.33,36,16,28,Educación,HombreMujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca C,1479.06,37,9,29,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca D,218.19,43,16,23,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Verde,Formal,Marca D,848.97,37,2,23,Deportes,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca A,1117.96,40,12,23,Deportes,Mujer,Regular
Camisa,Dama,Azul,Deportivo,Marca D,1000.45,35,10,24,Deportes,Mujer,Regular
Vestido,Dama,Rojo,Casual,Marca B,411.82,41,1,28,Deportes,Mujer,Buena
Chaqueta,Caballero,Blanco,Formal,Marca D,1294.27,38,19,23,Artes,Mujer,Buena
Vestido,Caballero,Verde,Formal,Marca C,823.55,38,10,24,Ingeniería,Mujer,Buena
Camisa,Dama,Negro,Deportivo,Marca A,1229.67,32,8,28,Artes,Mujer,Mala
Camisa,Caballero,Verde,Casual,Marca A,755.49,36,11,22,Ingeniería,HombreMujer,Buena
Camisa,Caballero,Rojo,Casual,Marca C,1529.93,39,3,29,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Rojo,Deportivo,Marca C,254.28,40,15,20,Educación,HombreMujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca A,1236.75,36,19,28,Educación,Mujer,Buena
Camisa,Dama,Rojo,Formal,Marca D,501.47,34,5,28,Deportes,Mujer,Buena
Vestido,Dama,Negro,Formal,Marca A,1321.32,44,6,23,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Negro,Formal,Marca B,577.57,38,7,23,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Azul,Casual,Marca B,572.94,32,10,29,Ciencias de la Salud,Hombre,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca C,1154.41,38,5,23,Artes,HombreMujer,Buena
Vestido,Caballero,Rojo,Formal,Marca D,1570.3,33,12,27,Deportes,Hombre,Mala
Camisa,Caballero,Negro,Deportivo,Marca C,1904.09,34,18,26,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Blanco,Formal,Marca A,1904.01,38,16,23,Educación,Hombre,Buena
Camisa,Caballero,Negro,Formal,Marca A,860.41,33,7,20,Deportes,HombreMujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca D,462.28,34,9,23,Deportes,Hombre,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca B,1940.51,35,10,20,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Rojo,Casual,Marca C,568.93,33,11,28,Deportes,Mujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,639.01,32,1,27,Ciencias de la Salud,Hombre,Buena
Pantalón,Dama,Azul,Casual,Marca D,840.73,33,12,27,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Rojo,Formal,Marca C,1373.91,38,3,20,Artes,Mujer,Regular
Pantalón,Dama,Negro,Formal,Marca A,526.69,42,8,27,Artes,Mujer,Buena
Falda,Caballero,Rojo,Formal,Marca A,1755.36,45,19,30,Ciencias de la Salud,Hombre,Buena
Chaqueta,Dama,Negro,Formal,Marca D,906.68,41,14,29,Ingeniería,Hombre,Buena
Falda,Dama,Blanco,Casual,Marca B,746.25,43,16,29,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Blanco,Formal,Marca C,1025.82,45,14,25,Educación,Mujer,Regular
Falda,Caballero,Verde,Deportivo,Marca A,1213.92,40,6,29,Educación,HombreMujer,Regular
Falda,Dama,Azul,Formal,Marca C,1257.11,40,16,24,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Verde,Casual,Marca C,1245.02,43,11,23,Deportes,Hombre,Buena
Vestido,Dama,Negro,Deportivo,Marca B,496.22,33,0,26,Educación,Hombre,Mala
Camisa,Dama,Negro,Deportivo,Marca C,1471.83,34,11,25,Ciencias de la Salud,Mujer,Buena
Vestido,Dama,Negro,Formal,Marca B,220.41,36,14,30,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Caballero,Rojo,Casual,Marca B,1262.79,38,9,24,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Blanco,Formal,Marca A,1093.3,43,1,20,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca A,495.21,39,1,29,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Verde,Formal,Marca A,761.55,43,18,20,Deportes,Hombre,Mala
Vestido,Caballero,Blanco,Casual,Marca D,447.41,40,16,29,Ingeniería,Hombre,Mala
Vestido,Caballero,Rojo,Formal,Marca B,586.49,39,15,28,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Negro,Casual,Marca B,1591.56,35,14,24,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Blanco,Formal,Marca A,1430.39,35,8,26,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca A,1222.39,43,14,26,Educación,HombreMujer,Buena
Falda,Dama,Azul,Formal,Marca C,1640.44,33,12,25,Ingeniería,Mujer,Regular
Falda,Caballero,Negro,Casual,Marca A,358.86,34,19,29,Artes,Hombre,Regular
Falda,Dama,Blanco,Casual,Marca C,1241.84,35,9,27,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca D,836.75,44,7,24,Ciencias de la Salud,HombreMujer,Buena
Pantalón,Dama,Verde,Deportivo,Marca D,972.05,34,5,30,Ingeniería,Hombre,Buena
Pantalón,Caballero,Azul,Deportivo,Marca A,609.98,41,4,25,Ingeniería,Mujer,Mala
Falda,Caballero,Azul,Casual,Marca B,468.26,45,4,26,Educación,HombreMujer,Buena
Camisa,Dama,Verde,Deportivo,Marca D,1645.62,37,19,29,Ingeniería,HombreMujer,Regular
Camisa,Dama,Azul,Formal,Marca B,625.55,41,15,30,Deportes,Hombre,Mala
Chaqueta,Caballero,Verde,Formal,Marca A,478.45,42,9,26,Deportes,Mujer,Mala
Camisa,Dama,Negro,Deportivo,Marca B,904.14,39,3,24,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Blanco,Deportivo,Marca B,1049.2,42,18,26,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca D,625.61,34,15,27,Deportes,HombreMujer,Buena
Vestido,Dama,Azul,Casual,Marca D,330.67,34,12,24,Ingeniería,HombreMujer,Mala
Pantalón,Caballero,Verde,Formal,Marca D,579.65,37,8,21,Deportes,Hombre,Buena
Falda,Dama,Azul,Formal,Marca A,1451.91,39,16,26,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca B,1482.11,43,13,24,Educación,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1174.45,45,18,24,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Verde,Deportivo,Marca A,321.22,42,4,22,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca D,1366.36,41,8,21,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Verde,Formal,Marca B,1993.43,41,18,29,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Deportivo,Marca A,1288.98,36,19,21,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Azul,Deportivo,Marca D,1658.41,40,18,25,Educación,Hombre,Buena
Falda,Dama,Verde,Formal,Marca C,1693.29,42,0,23,Educación,Hombre,Buena
